epoch,loss_train,acc_train,acc_val,acc_train_pct,acc_val_pct
0,2.9551496505737305,0.21478614211082458,0.31194180250167847,21.47861421108246,31.194180250167847
1,1.9652611017227173,0.48596516251564026,0.36055612564086914,48.596516251564026,36.055612564086914
2,1.3500264883041382,0.6818537712097168,0.5180922746658325,68.18537712097168,51.80922746658325
3,1.0988929271697998,0.7657632827758789,0.6217659711837769,76.57632827758789,62.176597118377686
4,1.0061579942703247,0.7996635437011719,0.6718534231185913,79.96635437011719,67.18534231185913
5,0.9725743532180786,0.8097575306892395,0.2979467809200287,80.97575306892395,29.79467809200287
6,0.9205592274665833,0.8252673149108887,0.6731424331665039,82.52673149108887,67.31424331665039
7,0.8708267211914062,0.8418141603469849,0.8232206702232361,84.18141603469849,82.32206702232361
8,0.8263885974884033,0.8584531545639038,0.6241598129272461,85.84531545639038,62.41598129272461
9,0.8151279091835022,0.8626936078071594,0.6189116835594177,86.26936078071594,61.89116835594177
10,0.795332133769989,0.8684089183807373,0.6972654461860657,86.84089183807373,69.72654461860657
11,0.767742395401001,0.8767514824867249,0.8432004451751709,87.67514824867249,84.32004451751709
12,0.7470137476921082,0.8842182755470276,0.8577479124069214,88.42182755470276,85.77479124069214
13,0.7085652351379395,0.898276150226593,0.7590461373329163,89.8276150226593,75.90461373329163
14,0.699377179145813,0.9001198410987854,0.8799374103546143,90.01198410987854,87.99374103546143
15,0.6535947918891907,0.9162518382072449,0.8281005620956421,91.62518382072449,82.81005620956421
16,0.6248481869697571,0.9260923862457275,0.8933799862861633,92.60923862457275,89.33799862861633
17,0.5850420594215393,0.9400350451469421,0.924224317073822,94.00350451469421,92.4224317073822
18,0.5580251216888428,0.9484928250312805,0.9158456921577454,94.84928250312805,91.58456921577454
19,0.5487919449806213,0.9524797201156616,0.9267102479934692,95.24797201156616,92.67102479934692
